title,company,model,year,price,mileage,color,transmission,location,date_posted,features,detail_link
Opel Vectra 1995,Opel,Vectra,1995,"160,000 EGP",N/A,Dark blue,N/A,Giza,2025-06-03,Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/vectra/6987496
Nissan Sunny 2018,Nissan,Sunny,2018,"430,000 EGP","300,000 Km",Black,Automatic,Cairo,2025-06-03,Automatic,https://eg.hatla2ee.com/en/car/nissan/sunny/6987494
Renault Optima 1997,Renault,Optima,1997,"70,000 EGP","160,000 Km",Black,N/A,Alexandria,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/renault/optima/6987490
Fiat Tipo 2019,Fiat,Tipo,2019,"715,000 EGP","100,000 Km",Gold,N/A,Mansoura,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/fiat/tipo/6987366
Mitsubishi Lancer Puma 2014,Mitsubishi,Lancer,2014,"530,000 EGP","235,000 Km",Silver,N/A,Cairo,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6987486
Nissan Sunny 2018,Nissan,Sunny,2018,"500,000 EGP","165,000 Km",Silver,N/A,Mohandessin,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/6987150
Brilliance Galena 2008,Brilliance,Galena,2008,"400,000 EGP","102,000 Km",Black,N/A,Cairo,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/brilliance/galena/6987312
Fiat Tipo 2021,Fiat,Tipo,2021,"900,000 EGP","99,500 Km",Black,N/A,Kafr el-Sheikh,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/fiat/tipo/6987434
Hyundai Tucson GDI 2020,Hyundai,Tucson,2020,"1,450,000 EGP","170,000 Km",Black,N/A,Nasr city,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/6987474
Hyundai Getz 2009,Hyundai,Getz,2009,"420,000 EGP","155,000 Km",Black,N/A,Mokattam,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/getz/6987473
Hyundai Elantra 2010,Hyundai,Elantra,2010,"520,000 EGP","200,000 Km",Black,N/A,Qalyub,2025-06-03,Automatic | Air Conditioner,https://eg.hatla2ee.com/en/car/hyundai/elantra/6987472
Kia Sephia 1999,Kia,Sephia,1999,"230,000 EGP","171,000 Km",Dark grey,N/A,Helwan,2025-06-03,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/kia/sephia/6987470
Chevrolet Lanos 2012,Chevrolet,Lanos,2012,"265,000 EGP","200,000 Km",Black,N/A,Touhk,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6987464
Fiat Polonez 1988,Fiat,Polonez,1988,"55,000 EGP",N/A,Eggplant,N/A,Asyut,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/fiat/polonez/6987461
Renault Captur 2019,Renault,Captur,2019,"830,000 EGP","50,000 Km",Silver,N/A,Sharqia,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/captur/6987460
Hyundai Accent RB 2024,Hyundai,Accent,2024,"825,000 EGP","9,000 Km",Dark red,N/A,Heliopolis,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6987453
Mercedes C 180 2013,Mercedes,C,2013,"1,200,000 EGP","215,000 Km",Black,N/A,Al Shorouk,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/mercedes/c-180/6987451
Renault Duster 2021,Renault,Duster,2021,"925,000 EGP","140,000 Km",Dark red,N/A,Obour City,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/duster/6987447
Kia Pride 2002,Kia,Pride,2002,"220,000 EGP","223,000 Km",Silver,N/A,Cairo,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/kia/pride/6985532
Lifan 320 2012,Lifan,320,2012,"200,000 EGP",N/A,Silver,N/A,6 October,2025-06-03,Remote Control,https://eg.hatla2ee.com/en/car/lifan/lifan-320/6987417
Daewoo Lanos 2 2006,Daewoo,Lanos,2006,"270,000 EGP","175,000 Km",Dark green,N/A,Agamy,2025-06-03,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6987437
Ford Fiesta 2019,Ford,Fiesta,2019,"620,000 EGP","130,000 Km",White,N/A,El Mahalla,2025-06-03,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/ford/fiesta/6987433
Kia Grand Cerato 2021,Kia,Grand,2021,"1,040,000 EGP","119,000 Km",Dark blue,N/A,Faiyum,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/Grand-Cerato/6987432
Opel Vectra 2008,Opel,Vectra,2008,"470,000 EGP","273,000 Km",Gold,N/A,Heliopolis,2025-06-03,Automatic,https://eg.hatla2ee.com/en/car/opel/vectra/6985464
Chevrolet Optra 2017,Chevrolet,Optra,2017,"450,000 EGP","171,000 Km",Dark grey,N/A,Alexandria,2025-06-03,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/6987431
Hyundai Accent RB 2025,Hyundai,Accent,2025,"800,000 EGP","26,000 Km",Silver,N/A,Shobra,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6987424
Hyundai IX 35 2015,Hyundai,IX,2015,"892,000 EGP","125,000 Km",White,N/A,Heliopolis,2025-06-03,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/IX-35/6987425
Mitsubishi Lancer EX Shark 2015,Mitsubishi,Lancer,2015,"615,000 EGP","130,000 Km",Dark red,N/A,Heliopolis,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6987422
Daewoo Lacetti 2004,Daewoo,Lacetti,2004,"400,000 EGP","174,000 Km",Black,N/A,Zagazig,2025-06-03,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6987407
Peugeot 3008 2019,Peugeot,3008,3008,"1,400,000 EGP","143,000 Km",White,N/A,Alexandria,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/3008/6987402
Daewoo Nubira 2 2004,Daewoo,Nubira,2004,"235,000 EGP","200,000 Km",Gray,N/A,Kafr el-Sheikh,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6987397
Mitsubishi Lancer Puma 2006,Mitsubishi,Lancer,2006,"530,000 EGP","125,000 Km",Silver,N/A,Menouf,2025-06-03,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6987391
Chevrolet Lanos 2015,Chevrolet,Lanos,2015,"365,000 EGP",N/A,Blue,N/A,Damietta,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6987359
MG 5 2021,MG,5,2021,"825,000 EGP","30,000 Km",White,N/A,Tagamo3 - New Cairo,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6987379
Chevrolet Lanos 2009,Chevrolet,Lanos,2009,"190,000 EGP","300,000 Km",White,N/A,Cairo,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6987375
Mitsubishi Lancer EX Shark 2015,Mitsubishi,Lancer,2015,"600,000 EGP","120,000 Km",Red,N/A,El Senbellawein,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6987286
Chevrolet Spark 2011,Chevrolet,Spark,2011,"325,000 EGP","170,000 Km",Cyan,N/A,Ismailia,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/chevrolet/spark/6987372
Peugeot 301 2018,Peugeot,301,2018,"625,000 EGP","155,000 Km",Mocha,N/A,6 October,2025-06-03,Automatic | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/301/6987369
Renault Captur 2017,Renault,Captur,2017,"600,000 EGP","149,000 Km",Black,N/A,Ismailia,2025-06-02,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/renault/captur/6985350
Volkswagen Golf 3 1992,Volkswagen,Golf,1992,"385,000 EGP",N/A,White,N/A,Damanhur,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-3/6987362
Volkswagen Polo 1999,Volkswagen,Polo,1999,"230,000 EGP","300,000 Km",Green,N/A,Hurghada,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/volks-wagen/polo/6987361
Chevrolet Lanos 2015,Chevrolet,Lanos,2015,"330,000 EGP","145,000 Km",Dark grey,N/A,Saft El Laban,2025-06-03,Air Conditioner,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6987360
BMW X1 2013,BMW,X1,2013,"800,000 EGP","250,000 Km",Cyan,N/A,Maadi,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/bmw/x1/6984793
Proton Gen 2 2014,Proton,Gen,2014,"379,000 EGP","160,000 Km",White,N/A,Giza,2025-06-03,N/A,https://eg.hatla2ee.com/en/car/proton/gen-2/6987354
Opel Astra 2020,Opel,Astra,2020,"630,000 EGP","170,000 Km",Silver,N/A,Banha,2025-06-03,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/6987347
Chevrolet Lanos 2013,Chevrolet,Lanos,2013,"300,000 EGP","170,000 Km",Gray,N/A,Faiyum,2025-06-03,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6987348
